Time,Day,Activity,Daytype,week_start_date
7:00 PM,Tuesday,Not Work,work,2021-01-04
7:30 PM,Tuesday,Not Work,work,2021-01-04
8:00 PM,Tuesday,Not Work,work,2021-01-04
8:30 PM,Tuesday,Not Work,work,2021-01-04
9:00 PM,Tuesday,Not Work,work,2021-01-04
9:30 PM,Tuesday,Not Work,work,2021-01-04
10:00 PM,Tuesday,Not Work,work,2021-01-04
10:30 PM,Tuesday,Not Work,work,2021-01-04
11:00 PM,Tuesday,Not Work,work,2021-01-04
11:30 PM,Tuesday,Not Work,work,2021-01-04
12:00 AM,Tuesday,Not Work,work,2021-01-04
6:00 AM,Wednesday,research,work,2021-01-04
6:30 AM,Wednesday,Not Work,work,2021-01-04
7:00 AM,Wednesday,Not Work,work,2021-01-04
7:30 AM,Wednesday,Not Work,work,2021-01-04
8:00 AM,Wednesday,research,work,2021-01-04
8:30 AM,Wednesday,research,work,2021-01-04
9:00 AM,Wednesday,research,work,2021-01-04
9:30 AM,Wednesday,logistics,work,2021-01-04
10:00 AM,Wednesday,talking,work,2021-01-04
10:30 AM,Wednesday,talking,work,2021-01-04
11:00 AM,Wednesday,Not Work,work,2021-01-04
11:30 AM,Wednesday,talking,work,2021-01-04
12:00 PM,Wednesday,talking,work,2021-01-04
12:30 PM,Wednesday,Not Work,work,2021-01-04
1:00 PM,Wednesday,Not Work,work,2021-01-04
1:30 PM,Wednesday,Not Work,work,2021-01-04
2:00 PM,Wednesday,logistics,work,2021-01-04
2:30 PM,Wednesday,logistics,work,2021-01-04
3:00 PM,Wednesday,talking,work,2021-01-04
3:30 PM,Wednesday,talking,work,2021-01-04
4:00 PM,Wednesday,Not Work,work,2021-01-04
4:30 PM,Wednesday,Not Work,work,2021-01-04
5:00 PM,Wednesday,Not Work,work,2021-01-04
5:30 PM,Wednesday,Not Work,work,2021-01-04
6:00 PM,Wednesday,Not Work,work,2021-01-04
6:30 PM,Wednesday,Not Work,work,2021-01-04
7:00 PM,Wednesday,Not Work,work,2021-01-04
7:30 PM,Wednesday,Not Work,work,2021-01-04
8:00 PM,Wednesday,Not Work,work,2021-01-04
8:30 PM,Wednesday,Not Work,work,2021-01-04
9:00 PM,Wednesday,Not Work,work,2021-01-04
9:30 PM,Wednesday,Not Work,work,2021-01-04
10:00 PM,Wednesday,Not Work,work,2021-01-04
10:30 PM,Wednesday,Not Work,work,2021-01-04
11:00 PM,Wednesday,Not Work,work,2021-01-04
11:30 PM,Wednesday,Not Work,work,2021-01-04
12:00 AM,Wednesday,Not Work,work,2021-01-04
6:00 AM,Thursday,research,work,2021-01-04
6:30 AM,Thursday,Not Work,work,2021-01-04
7:00 AM,Thursday,Not Work,work,2021-01-04
7:30 AM,Thursday,Not Work,work,2021-01-04
8:00 AM,Thursday,Not Work,work,2021-01-04
8:30 AM,Thursday,talking,work,2021-01-04
9:00 AM,Thursday,logistics,work,2021-01-04
9:30 AM,Thursday,research,work,2021-01-04
10:00 AM,Thursday,research,work,2021-01-04
10:30 AM,Thursday,Not Work,work,2021-01-04
11:00 AM,Thursday,talking,work,2021-01-04
11:30 AM,Thursday,talking,work,2021-01-04
12:00 PM,Thursday,research,work,2021-01-04
12:30 PM,Thursday,Not Work,work,2021-01-04
1:00 PM,Thursday,Not Work,work,2021-01-04
1:30 PM,Thursday,logistics,work,2021-01-04
2:00 PM,Thursday,talking,work,2021-01-04
2:30 PM,Thursday,talking,work,2021-01-04
3:00 PM,Thursday,talking,work,2021-01-04
3:30 PM,Thursday,logistics,work,2021-01-04
4:00 PM,Thursday,logistics,work,2021-01-04
4:30 PM,Thursday,Not Work,work,2021-01-04
5:00 PM,Thursday,Not Work,work,2021-01-04
5:30 PM,Thursday,Not Work,work,2021-01-04
6:00 PM,Thursday,Not Work,work,2021-01-04
6:30 PM,Thursday,Not Work,work,2021-01-04
7:00 PM,Thursday,Not Work,work,2021-01-04
7:30 PM,Thursday,Not Work,work,2021-01-04
8:00 PM,Thursday,Not Work,work,2021-01-04
8:30 PM,Thursday,Not Work,work,2021-01-04
9:00 PM,Thursday,Not Work,work,2021-01-04
9:30 PM,Thursday,Not Work,work,2021-01-04
10:00 PM,Thursday,Not Work,work,2021-01-04
10:30 PM,Thursday,Not Work,work,2021-01-04
11:00 PM,Thursday,Not Work,work,2021-01-04
11:30 PM,Thursday,Not Work,work,2021-01-04
12:00 AM,Thursday,Not Work,work,2021-01-04
6:00 AM,Friday,research,work,2021-01-04
6:30 AM,Friday,Not Work,work,2021-01-04
7:00 AM,Friday,Not Work,work,2021-01-04
7:30 AM,Friday,Not Work,work,2021-01-04
8:00 AM,Friday,research,work,2021-01-04
8:30 AM,Friday,research,work,2021-01-04
9:00 AM,Friday,Not Work,work,2021-01-04
9:30 AM,Friday,research,work,2021-01-04
10:00 AM,Friday,research,work,2021-01-04
10:30 AM,Friday,research,work,2021-01-04
11:00 AM,Friday,research,work,2021-01-04
11:30 AM,Friday,Not Work,work,2021-01-04
12:00 PM,Friday,service,work,2021-01-04
12:30 PM,Friday,service,work,2021-01-04
1:00 PM,Friday,service,work,2021-01-04
1:30 PM,Friday,service,work,2021-01-04
2:00 PM,Friday,service,work,2021-01-04
2:30 PM,Friday,service,work,2021-01-04
3:00 PM,Friday,service,work,2021-01-04
3:30 PM,Friday,service,work,2021-01-04
4:00 PM,Friday,service,work,2021-01-04
4:30 PM,Friday,Not Work,work,2021-01-04
5:00 PM,Friday,Not Work,work,2021-01-04
5:30 PM,Friday,Not Work,work,2021-01-04
6:00 PM,Friday,Not Work,work,2021-01-04
6:30 PM,Friday,Not Work,work,2021-01-04
7:00 PM,Friday,Not Work,work,2021-01-04
7:30 PM,Friday,Not Work,work,2021-01-04
8:00 PM,Friday,Not Work,work,2021-01-04
8:30 PM,Friday,Not Work,work,2021-01-04
9:00 PM,Friday,Not Work,work,2021-01-04
9:30 PM,Friday,Not Work,work,2021-01-04
10:00 PM,Friday,Not Work,work,2021-01-04
10:30 PM,Friday,Not Work,work,2021-01-04
11:00 PM,Friday,Not Work,work,2021-01-04
11:30 PM,Friday,Not Work,work,2021-01-04
12:00 AM,Friday,Not Work,work,2021-01-04
6:00 AM,Saturday,Not Work,weekend,2021-01-04
6:30 AM,Saturday,Not Work,weekend,2021-01-04
7:00 AM,Saturday,Not Work,weekend,2021-01-04
7:30 AM,Saturday,Not Work,weekend,2021-01-04
8:00 AM,Saturday,Not Work,weekend,2021-01-04
8:30 AM,Saturday,Not Work,weekend,2021-01-04
9:00 AM,Saturday,Not Work,weekend,2021-01-04
9:30 AM,Saturday,Not Work,weekend,2021-01-04
10:00 AM,Saturday,Not Work,weekend,2021-01-04
10:30 AM,Saturday,Not Work,weekend,2021-01-04
11:00 AM,Saturday,logistics,weekend,2021-01-04
11:30 AM,Saturday,logistics,weekend,2021-01-04
12:00 PM,Saturday,Not Work,weekend,2021-01-04
12:30 PM,Saturday,Not Work,weekend,2021-01-04
1:00 PM,Saturday,Not Work,weekend,2021-01-04
1:30 PM,Saturday,research,weekend,2021-01-04
2:00 PM,Saturday,logistics,weekend,2021-01-04
2:30 PM,Saturday,Not Work,weekend,2021-01-04
3:00 PM,Saturday,Not Work,weekend,2021-01-04
3:30 PM,Saturday,Not Work,weekend,2021-01-04
4:00 PM,Saturday,Not Work,weekend,2021-01-04
4:30 PM,Saturday,Not Work,weekend,2021-01-04
5:00 PM,Saturday,Not Work,weekend,2021-01-04
5:30 PM,Saturday,Not Work,weekend,2021-01-04
6:00 PM,Saturday,Not Work,weekend,2021-01-04
6:30 PM,Saturday,Not Work,weekend,2021-01-04
7:00 PM,Saturday,Not Work,weekend,2021-01-04
7:30 PM,Saturday,Not Work,weekend,2021-01-04
8:00 PM,Saturday,logistics,weekend,2021-01-04
8:30 PM,Saturday,Not Work,weekend,2021-01-04
9:00 PM,Saturday,Not Work,weekend,2021-01-04
9:30 PM,Saturday,Not Work,weekend,2021-01-04
10:00 PM,Saturday,Not Work,weekend,2021-01-04
10:30 PM,Saturday,Not Work,weekend,2021-01-04
11:00 PM,Saturday,Not Work,weekend,2021-01-04
11:30 PM,Saturday,Not Work,weekend,2021-01-04
12:00 AM,Saturday,Not Work,weekend,2021-01-04
6:00 AM,Sunday,Not Work,weekend,2021-01-04
6:30 AM,Sunday,Not Work,weekend,2021-01-04
7:00 AM,Sunday,Not Work,weekend,2021-01-04
7:30 AM,Sunday,Not Work,weekend,2021-01-04
8:00 AM,Sunday,Not Work,weekend,2021-01-04
8:30 AM,Sunday,Not Work,weekend,2021-01-04
9:00 AM,Sunday,Not Work,weekend,2021-01-04
9:30 AM,Sunday,Not Work,weekend,2021-01-04
10:00 AM,Sunday,Not Work,weekend,2021-01-04
10:30 AM,Sunday,Not Work,weekend,2021-01-04
11:00 AM,Sunday,Not Work,weekend,2021-01-04
11:30 AM,Sunday,Not Work,weekend,2021-01-04
12:00 PM,Sunday,Not Work,weekend,2021-01-04
12:30 PM,Sunday,Not Work,weekend,2021-01-04
1:00 PM,Sunday,Not Work,weekend,2021-01-04
1:30 PM,Sunday,Not Work,weekend,2021-01-04
2:00 PM,Sunday,Not Work,weekend,2021-01-04
2:30 PM,Sunday,Not Work,weekend,2021-01-04
3:00 PM,Sunday,Not Work,weekend,2021-01-04
3:30 PM,Sunday,Not Work,weekend,2021-01-04
4:00 PM,Sunday,Not Work,weekend,2021-01-04
4:30 PM,Sunday,Not Work,weekend,2021-01-04
5:00 PM,Sunday,Not Work,weekend,2021-01-04
5:30 PM,Sunday,Not Work,weekend,2021-01-04
6:00 PM,Sunday,Not Work,weekend,2021-01-04
6:30 PM,Sunday,Not Work,weekend,2021-01-04
7:00 PM,Sunday,Not Work,weekend,2021-01-04
7:30 PM,Sunday,Not Work,weekend,2021-01-04
8:00 PM,Sunday,Not Work,weekend,2021-01-04
8:30 PM,Sunday,Not Work,weekend,2021-01-04
9:00 PM,Sunday,Not Work,weekend,2021-01-04
9:30 PM,Sunday,Not Work,weekend,2021-01-04
10:00 PM,Sunday,Not Work,weekend,2021-01-04
10:30 PM,Sunday,Not Work,weekend,2021-01-04
11:00 PM,Sunday,Not Work,weekend,2021-01-04
11:30 PM,Sunday,Not Work,weekend,2021-01-04
12:00 AM,Sunday,Not Work,weekend,2021-01-04
6:00 AM,Monday,research,work,2021-01-11
6:30 AM,Monday,Not Work,work,2021-01-11
7:00 AM,Monday,Not Work,work,2021-01-11
7:30 AM,Monday,Not Work,work,2021-01-11
8:00 AM,Monday,research,work,2021-01-11
8:30 AM,Monday,research,work,2021-01-11
9:00 AM,Monday,research,work,2021-01-11
9:30 AM,Monday,logistics,work,2021-01-11
10:00 AM,Monday,logistics,work,2021-01-11
10:30 AM,Monday,logistics,work,2021-01-11
11:00 AM,Monday,talking,work,2021-01-11
11:30 AM,Monday,Not Work,work,2021-01-11
12:00 PM,Monday,logistics,work,2021-01-11
12:30 PM,Monday,Not Work,work,2021-01-11
1:00 PM,Monday,logistics,work,2021-01-11
1:30 PM,Monday,Not Work,work,2021-01-11
2:00 PM,Monday,research,work,2021-01-11
2:30 PM,Monday,research,work,2021-01-11
3:00 PM,Monday,talking,work,2021-01-11
3:30 PM,Monday,research,work,2021-01-11
4:00 PM,Monday,logistics,work,2021-01-11
4:30 PM,Monday,Not Work,work,2021-01-11
5:00 PM,Monday,Not Work,work,2021-01-11
5:30 PM,Monday,Not Work,work,2021-01-11
6:00 PM,Monday,Not Work,work,2021-01-11
6:30 PM,Monday,Not Work,work,2021-01-11
7:00 PM,Monday,Not Work,work,2021-01-11
7:30 PM,Monday,Not Work,work,2021-01-11
8:00 PM,Monday,logistics,work,2021-01-11
8:30 PM,Monday,Not Work,work,2021-01-11
9:00 PM,Monday,Not Work,work,2021-01-11
9:30 PM,Monday,Not Work,work,2021-01-11
10:00 PM,Monday,Not Work,work,2021-01-11
10:30 PM,Monday,Not Work,work,2021-01-11
11:00 PM,Monday,Not Work,work,2021-01-11
11:30 PM,Monday,Not Work,work,2021-01-11
12:00 AM,Monday,Not Work,work,2021-01-11
6:00 AM,Tuesday,research,work,2021-01-11
6:30 AM,Tuesday,Not Work,work,2021-01-11
7:00 AM,Tuesday,Not Work,work,2021-01-11
7:30 AM,Tuesday,Not Work,work,2021-01-11
8:00 AM,Tuesday,research,work,2021-01-11
8:30 AM,Tuesday,logistics,work,2021-01-11
9:00 AM,Tuesday,mentees,work,2021-01-11
9:30 AM,Tuesday,mentees,work,2021-01-11
10:00 AM,Tuesday,mentees,work,2021-01-11
10:30 AM,Tuesday,Not Work,work,2021-01-11
11:00 AM,Tuesday,talking,work,2021-01-11
11:30 AM,Tuesday,talking,work,2021-01-11
12:00 PM,Tuesday,logistics,work,2021-01-11
12:30 PM,Tuesday,Not Work,work,2021-01-11
1:00 PM,Tuesday,Not Work,work,2021-01-11
1:30 PM,Tuesday,logistics,work,2021-01-11
2:00 PM,Tuesday,logistics,work,2021-01-11
2:30 PM,Tuesday,logistics,work,2021-01-11
3:00 PM,Tuesday,research,work,2021-01-11
3:30 PM,Tuesday,research,work,2021-01-11
4:00 PM,Tuesday,logistics,work,2021-01-11
4:30 PM,Tuesday,Not Work,work,2021-01-11
5:00 PM,Tuesday,Not Work,work,2021-01-11
5:30 PM,Tuesday,Not Work,work,2021-01-11
6:00 PM,Tuesday,Not Work,work,2021-01-11
6:30 PM,Tuesday,Not Work,work,2021-01-11
7:00 PM,Tuesday,Not Work,work,2021-01-11
7:30 PM,Tuesday,Not Work,work,2021-01-11
8:00 PM,Tuesday,logistics,work,2021-01-11
8:30 PM,Tuesday,Not Work,work,2021-01-11
9:00 PM,Tuesday,Not Work,work,2021-01-11
9:30 PM,Tuesday,Not Work,work,2021-01-11
10:00 PM,Tuesday,Not Work,work,2021-01-11
10:30 PM,Tuesday,Not Work,work,2021-01-11
11:00 PM,Tuesday,Not Work,work,2021-01-11
11:30 PM,Tuesday,Not Work,work,2021-01-11
12:00 AM,Tuesday,Not Work,work,2021-01-11
6:00 AM,Wednesday,research,work,2021-01-11
6:30 AM,Wednesday,Not Work,work,2021-01-11
7:00 AM,Wednesday,Not Work,work,2021-01-11
7:30 AM,Wednesday,Not Work,work,2021-01-11
8:00 AM,Wednesday,research,work,2021-01-11
8:30 AM,Wednesday,research,work,2021-01-11
9:00 AM,Wednesday,research,work,2021-01-11
9:30 AM,Wednesday,research,work,2021-01-11
10:00 AM,Wednesday,logistics,work,2021-01-11
10:30 AM,Wednesday,Not Work,work,2021-01-11
11:00 AM,Wednesday,mentees,work,2021-01-11
11:30 AM,Wednesday,mentees,work,2021-01-11
12:00 PM,Wednesday,research,work,2021-01-11
12:30 PM,Wednesday,Not Work,work,2021-01-11
1:00 PM,Wednesday,logistics,work,2021-01-11
1:30 PM,Wednesday,talking,work,2021-01-11
2:00 PM,Wednesday,talking,work,2021-01-11
2:30 PM,Wednesday,talking,work,2021-01-11
3:00 PM,Wednesday,talking,work,2021-01-11
3:30 PM,Wednesday,logistics,work,2021-01-11
4:00 PM,Wednesday,mentees,work,2021-01-11
4:30 PM,Wednesday,Not Work,work,2021-01-11
5:00 PM,Wednesday,Not Work,work,2021-01-11
5:30 PM,Wednesday,Not Work,work,2021-01-11
6:00 PM,Wednesday,Not Work,work,2021-01-11
6:30 PM,Wednesday,Not Work,work,2021-01-11
7:00 PM,Wednesday,mentees,work,2021-01-11
7:30 PM,Wednesday,Not Work,work,2021-01-11
8:00 PM,Wednesday,Not Work,work,2021-01-11
8:30 PM,Wednesday,Not Work,work,2021-01-11
9:00 PM,Wednesday,Not Work,work,2021-01-11
9:30 PM,Wednesday,Not Work,work,2021-01-11
10:00 PM,Wednesday,Not Work,work,2021-01-11
10:30 PM,Wednesday,Not Work,work,2021-01-11
11:00 PM,Wednesday,Not Work,work,2021-01-11
11:30 PM,Wednesday,Not Work,work,2021-01-11
12:00 AM,Wednesday,Not Work,work,2021-01-11
6:00 AM,Thursday,research,work,2021-01-11
6:30 AM,Thursday,Not Work,work,2021-01-11
7:00 AM,Thursday,Not Work,work,2021-01-11
7:30 AM,Thursday,Not Work,work,2021-01-11
8:00 AM,Thursday,research,work,2021-01-11
8:30 AM,Thursday,research,work,2021-01-11
9:00 AM,Thursday,research,work,2021-01-11
9:30 AM,Thursday,research,work,2021-01-11
10:00 AM,Thursday,research,work,2021-01-11
10:30 AM,Thursday,research,work,2021-01-11
11:00 AM,Thursday,research,work,2021-01-11
11:30 AM,Thursday,Not Work,work,2021-01-11
12:00 PM,Thursday,Not Work,work,2021-01-11
12:30 PM,Thursday,Not Work,work,2021-01-11
1:00 PM,Thursday,research,work,2021-01-11
1:30 PM,Thursday,logistics,work,2021-01-11
2:00 PM,Thursday,research,work,2021-01-11
2:30 PM,Thursday,research,work,2021-01-11
3:00 PM,Thursday,research,work,2021-01-11
3:30 PM,Thursday,logistics,work,2021-01-11
4:00 PM,Thursday,mentees,work,2021-01-11
4:30 PM,Thursday,Not Work,work,2021-01-11
5:00 PM,Thursday,Not Work,work,2021-01-11
5:30 PM,Thursday,Not Work,work,2021-01-11
6:00 PM,Thursday,Not Work,work,2021-01-11
6:30 PM,Thursday,Not Work,work,2021-01-11
7:00 PM,Thursday,Not Work,work,2021-01-11
7:30 PM,Thursday,Not Work,work,2021-01-11
8:00 PM,Thursday,Not Work,work,2021-01-11
8:30 PM,Thursday,logistics,work,2021-01-11
9:00 PM,Thursday,logistics,work,2021-01-11
9:30 PM,Thursday,Not Work,work,2021-01-11
10:00 PM,Thursday,Not Work,work,2021-01-11
10:30 PM,Thursday,Not Work,work,2021-01-11
11:00 PM,Thursday,Not Work,work,2021-01-11
11:30 PM,Thursday,Not Work,work,2021-01-11
12:00 AM,Thursday,Not Work,work,2021-01-11
6:00 AM,Friday,research,work,2021-01-11
6:30 AM,Friday,Not Work,work,2021-01-11
7:00 AM,Friday,Not Work,work,2021-01-11
7:30 AM,Friday,Not Work,work,2021-01-11
8:00 AM,Friday,research,work,2021-01-11
8:30 AM,Friday,research,work,2021-01-11
9:00 AM,Friday,research,work,2021-01-11
9:30 AM,Friday,logistics,work,2021-01-11
10:00 AM,Friday,logistics,work,2021-01-11
10:30 AM,Friday,Not Work,work,2021-01-11
11:00 AM,Friday,research,work,2021-01-11
11:30 AM,Friday,research,work,2021-01-11
12:00 PM,Friday,research,work,2021-01-11
12:30 PM,Friday,Not Work,work,2021-01-11
1:00 PM,Friday,logistics,work,2021-01-11
1:30 PM,Friday,research,work,2021-01-11
2:00 PM,Friday,research,work,2021-01-11
2:30 PM,Friday,talking,work,2021-01-11
3:00 PM,Friday,talking,work,2021-01-11
3:30 PM,Friday,logistics,work,2021-01-11
4:00 PM,Friday,logistics,work,2021-01-11
4:30 PM,Friday,Not Work,work,2021-01-11
5:00 PM,Friday,Not Work,work,2021-01-11
5:30 PM,Friday,Not Work,work,2021-01-11
6:00 PM,Friday,Not Work,work,2021-01-11
6:30 PM,Friday,Not Work,work,2021-01-11
7:00 PM,Friday,Not Work,work,2021-01-11
7:30 PM,Friday,Not Work,work,2021-01-11
8:00 PM,Friday,Not Work,work,2021-01-11
8:30 PM,Friday,Not Work,work,2021-01-11
9:00 PM,Friday,Not Work,work,2021-01-11
9:30 PM,Friday,Not Work,work,2021-01-11
10:00 PM,Friday,Not Work,work,2021-01-11
10:30 PM,Friday,Not Work,work,2021-01-11
11:00 PM,Friday,Not Work,work,2021-01-11
11:30 PM,Friday,Not Work,work,2021-01-11
12:00 AM,Friday,Not Work,work,2021-01-11
6:00 AM,Saturday,Not Work,weekend,2021-01-11
6:30 AM,Saturday,Not Work,weekend,2021-01-11
7:00 AM,Saturday,Not Work,weekend,2021-01-11
7:30 AM,Saturday,Not Work,weekend,2021-01-11
8:00 AM,Saturday,Not Work,weekend,2021-01-11
8:30 AM,Saturday,Not Work,weekend,2021-01-11
9:00 AM,Saturday,Not Work,weekend,2021-01-11
9:30 AM,Saturday,Not Work,weekend,2021-01-11
10:00 AM,Saturday,Not Work,weekend,2021-01-11
10:30 AM,Saturday,Not Work,weekend,2021-01-11
11:00 AM,Saturday,Not Work,weekend,2021-01-11
11:30 AM,Saturday,Not Work,weekend,2021-01-11
12:00 PM,Saturday,Not Work,weekend,2021-01-11
12:30 PM,Saturday,Not Work,weekend,2021-01-11
1:00 PM,Saturday,Not Work,weekend,2021-01-11
1:30 PM,Saturday,logistics,weekend,2021-01-11
2:00 PM,Saturday,research,weekend,2021-01-11
2:30 PM,Saturday,research,weekend,2021-01-11
3:00 PM,Saturday,Not Work,weekend,2021-01-11
3:30 PM,Saturday,Not Work,weekend,2021-01-11
4:00 PM,Saturday,Not Work,weekend,2021-01-11
4:30 PM,Saturday,Not Work,weekend,2021-01-11
5:00 PM,Saturday,Not Work,weekend,2021-01-11
5:30 PM,Saturday,Not Work,weekend,2021-01-11
6:00 PM,Saturday,Not Work,weekend,2021-01-11
6:30 PM,Saturday,Not Work,weekend,2021-01-11
7:00 PM,Saturday,Not Work,weekend,2021-01-11
7:30 PM,Saturday,logistics,weekend,2021-01-11
8:00 PM,Saturday,logistics,weekend,2021-01-11
8:30 PM,Saturday,Not Work,weekend,2021-01-11
9:00 PM,Saturday,Not Work,weekend,2021-01-11
9:30 PM,Saturday,Not Work,weekend,2021-01-11
10:00 PM,Saturday,Not Work,weekend,2021-01-11
10:30 PM,Saturday,Not Work,weekend,2021-01-11
11:00 PM,Saturday,Not Work,weekend,2021-01-11
11:30 PM,Saturday,Not Work,weekend,2021-01-11
12:00 AM,Saturday,Not Work,weekend,2021-01-11
6:00 AM,Sunday,Not Work,weekend,2021-01-11
6:30 AM,Sunday,Not Work,weekend,2021-01-11
7:00 AM,Sunday,Not Work,weekend,2021-01-11
7:30 AM,Sunday,Not Work,weekend,2021-01-11
8:00 AM,Sunday,Not Work,weekend,2021-01-11
8:30 AM,Sunday,Not Work,weekend,2021-01-11
9:00 AM,Sunday,Not Work,weekend,2021-01-11
9:30 AM,Sunday,Not Work,weekend,2021-01-11
10:00 AM,Sunday,Not Work,weekend,2021-01-11
10:30 AM,Sunday,Not Work,weekend,2021-01-11
11:00 AM,Sunday,Not Work,weekend,2021-01-11
11:30 AM,Sunday,Not Work,weekend,2021-01-11
12:00 PM,Sunday,Not Work,weekend,2021-01-11
12:30 PM,Sunday,Not Work,weekend,2021-01-11
1:00 PM,Sunday,Not Work,weekend,2021-01-11
1:30 PM,Sunday,research,weekend,2021-01-11
2:00 PM,Sunday,research,weekend,2021-01-11
2:30 PM,Sunday,research,weekend,2021-01-11
3:00 PM,Sunday,logistics,weekend,2021-01-11
3:30 PM,Sunday,Not Work,weekend,2021-01-11
4:00 PM,Sunday,Not Work,weekend,2021-01-11
4:30 PM,Sunday,Not Work,weekend,2021-01-11
5:00 PM,Sunday,Not Work,weekend,2021-01-11
5:30 PM,Sunday,Not Work,weekend,2021-01-11
6:00 PM,Sunday,Not Work,weekend,2021-01-11
6:30 PM,Sunday,Not Work,weekend,2021-01-11
7:00 PM,Sunday,Not Work,weekend,2021-01-11
7:30 PM,Sunday,logistics,weekend,2021-01-11
8:00 PM,Sunday,Not Work,weekend,2021-01-11
8:30 PM,Sunday,Not Work,weekend,2021-01-11
9:00 PM,Sunday,Not Work,weekend,2021-01-11
9:30 PM,Sunday,Not Work,weekend,2021-01-11
10:00 PM,Sunday,Not Work,weekend,2021-01-11
10:30 PM,Sunday,Not Work,weekend,2021-01-11
11:00 PM,Sunday,Not Work,weekend,2021-01-11
11:30 PM,Sunday,Not Work,weekend,2021-01-11
12:00 AM,Sunday,Not Work,weekend,2021-01-11
6:00 AM,Monday,research,day off,2021-01-18
6:30 AM,Monday,Not Work,day off,2021-01-18
7:00 AM,Monday,Not Work,day off,2021-01-18
7:30 AM,Monday,Not Work,day off,2021-01-18
8:00 AM,Monday,Not Work,day off,2021-01-18
8:30 AM,Monday,Not Work,day off,2021-01-18
9:00 AM,Monday,Not Work,day off,2021-01-18
9:30 AM,Monday,Not Work,day off,2021-01-18
10:00 AM,Monday,research,day off,2021-01-18
10:30 AM,Monday,research,day off,2021-01-18
11:00 AM,Monday,talking,day off,2021-01-18
11:30 AM,Monday,mentees,day off,2021-01-18
12:00 PM,Monday,logistics,day off,2021-01-18
12:30 PM,Monday,Not Work,day off,2021-01-18
1:00 PM,Monday,logistics,day off,2021-01-18
1:30 PM,Monday,logistics,day off,2021-01-18
2:00 PM,Monday,research,day off,2021-01-18
2:30 PM,Monday,research,day off,2021-01-18
3:00 PM,Monday,research,day off,2021-01-18
3:30 PM,Monday,research,day off,2021-01-18
4:00 PM,Monday,logistics,day off,2021-01-18
4:30 PM,Monday,Not Work,day off,2021-01-18
