Time,Day,Activity,Daytype,week_start_date
8:30 AM,Tuesday,research,work,2022-01-03
9:00 AM,Tuesday,research,work,2022-01-03
9:30 AM,Tuesday,research,work,2022-01-03
10:00 AM,Tuesday,talking,work,2022-01-03
10:30 AM,Tuesday,talking,work,2022-01-03
11:00 AM,Tuesday,mentees,work,2022-01-03
11:30 AM,Tuesday,logistics,work,2022-01-03
12:00 PM,Tuesday,talking,work,2022-01-03
12:30 PM,Tuesday,research,work,2022-01-03
1:00 PM,Tuesday,Not Work,work,2022-01-03
1:30 PM,Tuesday,Not Work,work,2022-01-03
2:00 PM,Tuesday,mentees,work,2022-01-03
2:30 PM,Tuesday,mentees,work,2022-01-03
3:00 PM,Tuesday,Not Work,work,2022-01-03
3:30 PM,Tuesday,logistics,work,2022-01-03
4:00 PM,Tuesday,logistics,work,2022-01-03
4:30 PM,Tuesday,Not Work,work,2022-01-03
5:00 PM,Tuesday,Not Work,work,2022-01-03
5:30 PM,Tuesday,Not Work,work,2022-01-03
6:00 PM,Tuesday,Not Work,work,2022-01-03
6:30 PM,Tuesday,Not Work,work,2022-01-03
7:00 PM,Tuesday,Not Work,work,2022-01-03
7:30 PM,Tuesday,Not Work,work,2022-01-03
8:00 PM,Tuesday,Not Work,work,2022-01-03
8:30 PM,Tuesday,Not Work,work,2022-01-03
9:00 PM,Tuesday,Not Work,work,2022-01-03
9:30 PM,Tuesday,Not Work,work,2022-01-03
10:00 PM,Tuesday,Not Work,work,2022-01-03
10:30 PM,Tuesday,Not Work,work,2022-01-03
11:00 PM,Tuesday,Not Work,work,2022-01-03
6:00 AM,Wednesday,Not Work,work,2022-01-03
6:30 AM,Wednesday,Not Work,work,2022-01-03
7:00 AM,Wednesday,Not Work,work,2022-01-03
7:30 AM,Wednesday,Not Work,work,2022-01-03
8:00 AM,Wednesday,research,work,2022-01-03
8:30 AM,Wednesday,research,work,2022-01-03
9:00 AM,Wednesday,research,work,2022-01-03
9:30 AM,Wednesday,research,work,2022-01-03
10:00 AM,Wednesday,logistics,work,2022-01-03
10:30 AM,Wednesday,logistics,work,2022-01-03
11:00 AM,Wednesday,logistics,work,2022-01-03
11:30 AM,Wednesday,service,work,2022-01-03
12:00 PM,Wednesday,Not Work,work,2022-01-03
12:30 PM,Wednesday,logistics,work,2022-01-03
1:00 PM,Wednesday,Not Work,work,2022-01-03
1:30 PM,Wednesday,Not Work,work,2022-01-03
2:00 PM,Wednesday,logistics,work,2022-01-03
2:30 PM,Wednesday,mentees,work,2022-01-03
3:00 PM,Wednesday,mentees,work,2022-01-03
3:30 PM,Wednesday,mentees,work,2022-01-03
4:00 PM,Wednesday,mentees,work,2022-01-03
4:30 PM,Wednesday,Not Work,work,2022-01-03
5:00 PM,Wednesday,Not Work,work,2022-01-03
5:30 PM,Wednesday,Not Work,work,2022-01-03
6:00 PM,Wednesday,Not Work,work,2022-01-03
6:30 PM,Wednesday,Not Work,work,2022-01-03
7:00 PM,Wednesday,Not Work,work,2022-01-03
7:30 PM,Wednesday,Not Work,work,2022-01-03
8:00 PM,Wednesday,Not Work,work,2022-01-03
8:30 PM,Wednesday,Not Work,work,2022-01-03
9:00 PM,Wednesday,Not Work,work,2022-01-03
9:30 PM,Wednesday,Not Work,work,2022-01-03
10:00 PM,Wednesday,Not Work,work,2022-01-03
10:30 PM,Wednesday,Not Work,work,2022-01-03
11:00 PM,Wednesday,Not Work,work,2022-01-03
6:00 AM,Thursday,Not Work,work,2022-01-03
6:30 AM,Thursday,Not Work,work,2022-01-03
7:00 AM,Thursday,Not Work,work,2022-01-03
7:30 AM,Thursday,Not Work,work,2022-01-03
8:00 AM,Thursday,Not Work,work,2022-01-03
8:30 AM,Thursday,mentees,work,2022-01-03
9:00 AM,Thursday,mentees,work,2022-01-03
9:30 AM,Thursday,mentees,work,2022-01-03
10:00 AM,Thursday,mentees,work,2022-01-03
10:30 AM,Thursday,mentees,work,2022-01-03
11:00 AM,Thursday,mentees,work,2022-01-03
11:30 AM,Thursday,mentees,work,2022-01-03
12:00 PM,Thursday,logistics,work,2022-01-03
12:30 PM,Thursday,logistics,work,2022-01-03
1:00 PM,Thursday,talking,work,2022-01-03
1:30 PM,Thursday,talking,work,2022-01-03
2:00 PM,Thursday,talking,work,2022-01-03
2:30 PM,Thursday,talking,work,2022-01-03
3:00 PM,Thursday,talking,work,2022-01-03
3:30 PM,Thursday,Not Work,work,2022-01-03
4:00 PM,Thursday,logistics,work,2022-01-03
4:30 PM,Thursday,Not Work,work,2022-01-03
5:00 PM,Thursday,Not Work,work,2022-01-03
5:30 PM,Thursday,Not Work,work,2022-01-03
6:00 PM,Thursday,Not Work,work,2022-01-03
6:30 PM,Thursday,Not Work,work,2022-01-03
7:00 PM,Thursday,Not Work,work,2022-01-03
7:30 PM,Thursday,Not Work,work,2022-01-03
8:00 PM,Thursday,logistics,work,2022-01-03
8:30 PM,Thursday,service,work,2022-01-03
9:00 PM,Thursday,service,work,2022-01-03
9:30 PM,Thursday,Not Work,work,2022-01-03
10:00 PM,Thursday,Not Work,work,2022-01-03
10:30 PM,Thursday,Not Work,work,2022-01-03
11:00 PM,Thursday,Not Work,work,2022-01-03
6:00 AM,Friday,Not Work,work,2022-01-03
6:30 AM,Friday,Not Work,work,2022-01-03
7:00 AM,Friday,Not Work,work,2022-01-03
7:30 AM,Friday,Not Work,work,2022-01-03
8:00 AM,Friday,Not Work,work,2022-01-03
8:30 AM,Friday,service,work,2022-01-03
9:00 AM,Friday,service,work,2022-01-03
9:30 AM,Friday,logistics,work,2022-01-03
10:00 AM,Friday,talking,work,2022-01-03
10:30 AM,Friday,talking,work,2022-01-03
11:00 AM,Friday,mentees,work,2022-01-03
11:30 AM,Friday,mentees,work,2022-01-03
12:00 PM,Friday,mentees,work,2022-01-03
12:30 PM,Friday,research,work,2022-01-03
1:00 PM,Friday,talking,work,2022-01-03
1:30 PM,Friday,talking,work,2022-01-03
2:00 PM,Friday,talking,work,2022-01-03
2:30 PM,Friday,research,work,2022-01-03
3:00 PM,Friday,research,work,2022-01-03
3:30 PM,Friday,research,work,2022-01-03
4:00 PM,Friday,Not Work,work,2022-01-03
4:30 PM,Friday,Not Work,work,2022-01-03
5:00 PM,Friday,Not Work,work,2022-01-03
5:30 PM,Friday,Not Work,work,2022-01-03
6:00 PM,Friday,Not Work,work,2022-01-03
6:30 PM,Friday,Not Work,work,2022-01-03
7:00 PM,Friday,Not Work,work,2022-01-03
7:30 PM,Friday,Not Work,work,2022-01-03
8:00 PM,Friday,Not Work,work,2022-01-03
8:30 PM,Friday,Not Work,work,2022-01-03
9:00 PM,Friday,Not Work,work,2022-01-03
9:30 PM,Friday,Not Work,work,2022-01-03
10:00 PM,Friday,Not Work,work,2022-01-03
10:30 PM,Friday,Not Work,work,2022-01-03
11:00 PM,Friday,Not Work,work,2022-01-03
6:00 AM,Saturday,Not Work,weekend,2022-01-03
6:30 AM,Saturday,Not Work,weekend,2022-01-03
7:00 AM,Saturday,Not Work,weekend,2022-01-03
7:30 AM,Saturday,Not Work,weekend,2022-01-03
8:00 AM,Saturday,Not Work,weekend,2022-01-03
8:30 AM,Saturday,Not Work,weekend,2022-01-03
9:00 AM,Saturday,Not Work,weekend,2022-01-03
9:30 AM,Saturday,Not Work,weekend,2022-01-03
10:00 AM,Saturday,Not Work,weekend,2022-01-03
10:30 AM,Saturday,Not Work,weekend,2022-01-03
11:00 AM,Saturday,Not Work,weekend,2022-01-03
11:30 AM,Saturday,Not Work,weekend,2022-01-03
12:00 PM,Saturday,Not Work,weekend,2022-01-03
12:30 PM,Saturday,Not Work,weekend,2022-01-03
1:00 PM,Saturday,Not Work,weekend,2022-01-03
1:30 PM,Saturday,Not Work,weekend,2022-01-03
2:00 PM,Saturday,Not Work,weekend,2022-01-03
2:30 PM,Saturday,Not Work,weekend,2022-01-03
3:00 PM,Saturday,Not Work,weekend,2022-01-03
3:30 PM,Saturday,Not Work,weekend,2022-01-03
4:00 PM,Saturday,Not Work,weekend,2022-01-03
4:30 PM,Saturday,Not Work,weekend,2022-01-03
5:00 PM,Saturday,Not Work,weekend,2022-01-03
5:30 PM,Saturday,Not Work,weekend,2022-01-03
6:00 PM,Saturday,Not Work,weekend,2022-01-03
6:30 PM,Saturday,Not Work,weekend,2022-01-03
7:00 PM,Saturday,Not Work,weekend,2022-01-03
7:30 PM,Saturday,Not Work,weekend,2022-01-03
8:00 PM,Saturday,Not Work,weekend,2022-01-03
8:30 PM,Saturday,Not Work,weekend,2022-01-03
9:00 PM,Saturday,Not Work,weekend,2022-01-03
9:30 PM,Saturday,Not Work,weekend,2022-01-03
10:00 PM,Saturday,Not Work,weekend,2022-01-03
10:30 PM,Saturday,Not Work,weekend,2022-01-03
11:00 PM,Saturday,Not Work,weekend,2022-01-03
6:00 AM,Sunday,Not Work,weekend,2022-01-03
6:30 AM,Sunday,Not Work,weekend,2022-01-03
7:00 AM,Sunday,Not Work,weekend,2022-01-03
7:30 AM,Sunday,Not Work,weekend,2022-01-03
8:00 AM,Sunday,Not Work,weekend,2022-01-03
8:30 AM,Sunday,Not Work,weekend,2022-01-03
9:00 AM,Sunday,Not Work,weekend,2022-01-03
9:30 AM,Sunday,Not Work,weekend,2022-01-03
10:00 AM,Sunday,Not Work,weekend,2022-01-03
10:30 AM,Sunday,Not Work,weekend,2022-01-03
11:00 AM,Sunday,Not Work,weekend,2022-01-03
11:30 AM,Sunday,Not Work,weekend,2022-01-03
12:00 PM,Sunday,Not Work,weekend,2022-01-03
12:30 PM,Sunday,Not Work,weekend,2022-01-03
1:00 PM,Sunday,Not Work,weekend,2022-01-03
1:30 PM,Sunday,Not Work,weekend,2022-01-03
2:00 PM,Sunday,Not Work,weekend,2022-01-03
2:30 PM,Sunday,Not Work,weekend,2022-01-03
3:00 PM,Sunday,Not Work,weekend,2022-01-03
3:30 PM,Sunday,Not Work,weekend,2022-01-03
4:00 PM,Sunday,Not Work,weekend,2022-01-03
4:30 PM,Sunday,Not Work,weekend,2022-01-03
5:00 PM,Sunday,Not Work,weekend,2022-01-03
5:30 PM,Sunday,Not Work,weekend,2022-01-03
6:00 PM,Sunday,Not Work,weekend,2022-01-03
6:30 PM,Sunday,Not Work,weekend,2022-01-03
7:00 PM,Sunday,Not Work,weekend,2022-01-03
7:30 PM,Sunday,Not Work,weekend,2022-01-03
8:00 PM,Sunday,logistics,weekend,2022-01-03
8:30 PM,Sunday,logistics,weekend,2022-01-03
9:00 PM,Sunday,logistics,weekend,2022-01-03
9:30 PM,Sunday,Not Work,weekend,2022-01-03
10:00 PM,Sunday,Not Work,weekend,2022-01-03
10:30 PM,Sunday,Not Work,weekend,2022-01-03
11:00 PM,Sunday,Not Work,weekend,2022-01-03
6:00 AM,Monday,Not Work,work,2022-01-10
6:30 AM,Monday,Not Work,work,2022-01-10
7:00 AM,Monday,Not Work,work,2022-01-10
7:30 AM,Monday,Not Work,work,2022-01-10
8:00 AM,Monday,Not Work,work,2022-01-10
8:30 AM,Monday,logistics,work,2022-01-10
9:00 AM,Monday,Not Work,work,2022-01-10
9:30 AM,Monday,Not Work,work,2022-01-10
10:00 AM,Monday,talking,work,2022-01-10
10:30 AM,Monday,talking,work,2022-01-10
11:00 AM,Monday,Not Work,work,2022-01-10
11:30 AM,Monday,Not Work,work,2022-01-10
12:00 PM,Monday,Not Work,work,2022-01-10
12:30 PM,Monday,logistics,work,2022-01-10
1:00 PM,Monday,conference,work,2022-01-10
1:30 PM,Monday,conference,work,2022-01-10
2:00 PM,Monday,conference,work,2022-01-10
2:30 PM,Monday,conference,work,2022-01-10
3:00 PM,Monday,conference,work,2022-01-10
3:30 PM,Monday,conference,work,2022-01-10
4:00 PM,Monday,conference,work,2022-01-10
4:30 PM,Monday,Not Work,work,2022-01-10
5:00 PM,Monday,Not Work,work,2022-01-10
5:30 PM,Monday,Not Work,work,2022-01-10
6:00 PM,Monday,Not Work,work,2022-01-10
6:30 PM,Monday,Not Work,work,2022-01-10
7:00 PM,Monday,Not Work,work,2022-01-10
7:30 PM,Monday,Not Work,work,2022-01-10
8:00 PM,Monday,logistics,work,2022-01-10
8:30 PM,Monday,logistics,work,2022-01-10
9:00 PM,Monday,logistics,work,2022-01-10
9:30 PM,Monday,logistics,work,2022-01-10
10:00 PM,Monday,Not Work,work,2022-01-10
10:30 PM,Monday,Not Work,work,2022-01-10
11:00 PM,Monday,Not Work,work,2022-01-10
6:00 AM,Tuesday,Not Work,work,2022-01-10
6:30 AM,Tuesday,Not Work,work,2022-01-10
7:00 AM,Tuesday,Not Work,work,2022-01-10
7:30 AM,Tuesday,Not Work,work,2022-01-10
8:00 AM,Tuesday,logistics,work,2022-01-10
8:30 AM,Tuesday,research,work,2022-01-10
9:00 AM,Tuesday,Not Work,work,2022-01-10
9:30 AM,Tuesday,logistics,work,2022-01-10
10:00 AM,Tuesday,research,work,2022-01-10
10:30 AM,Tuesday,talking,work,2022-01-10
11:00 AM,Tuesday,talking,work,2022-01-10
11:30 AM,Tuesday,talking,work,2022-01-10
12:00 PM,Tuesday,talking,work,2022-01-10
12:30 PM,Tuesday,talking,work,2022-01-10
1:00 PM,Tuesday,conference,work,2022-01-10
1:30 PM,Tuesday,conference,work,2022-01-10
2:00 PM,Tuesday,conference,work,2022-01-10
2:30 PM,Tuesday,conference,work,2022-01-10
3:00 PM,Tuesday,conference,work,2022-01-10
3:30 PM,Tuesday,conference,work,2022-01-10
4:00 PM,Tuesday,logistics,work,2022-01-10
4:30 PM,Tuesday,Not Work,work,2022-01-10
5:00 PM,Tuesday,Not Work,work,2022-01-10
5:30 PM,Tuesday,Not Work,work,2022-01-10
6:00 PM,Tuesday,Not Work,work,2022-01-10
6:30 PM,Tuesday,Not Work,work,2022-01-10
7:00 PM,Tuesday,Not Work,work,2022-01-10
7:30 PM,Tuesday,logistics,work,2022-01-10
8:00 PM,Tuesday,logistics,work,2022-01-10
8:30 PM,Tuesday,logistics,work,2022-01-10
9:00 PM,Tuesday,Not Work,work,2022-01-10
9:30 PM,Tuesday,Not Work,work,2022-01-10
10:00 PM,Tuesday,Not Work,work,2022-01-10
10:30 PM,Tuesday,Not Work,work,2022-01-10
11:00 PM,Tuesday,Not Work,work,2022-01-10
6:00 AM,Wednesday,Not Work,work,2022-01-10
6:30 AM,Wednesday,Not Work,work,2022-01-10
7:00 AM,Wednesday,Not Work,work,2022-01-10
7:30 AM,Wednesday,Not Work,work,2022-01-10
8:00 AM,Wednesday,logistics,work,2022-01-10
8:30 AM,Wednesday,logistics,work,2022-01-10
9:00 AM,Wednesday,Not Work,work,2022-01-10
9:30 AM,Wednesday,logistics,work,2022-01-10
10:00 AM,Wednesday,Not Work,work,2022-01-10
10:30 AM,Wednesday,Not Work,work,2022-01-10
11:00 AM,Wednesday,Not Work,work,2022-01-10
11:30 AM,Wednesday,Not Work,work,2022-01-10
12:00 PM,Wednesday,Not Work,work,2022-01-10
12:30 PM,Wednesday,Not Work,work,2022-01-10
1:00 PM,Wednesday,conference,work,2022-01-10
1:30 PM,Wednesday,conference,work,2022-01-10
2:00 PM,Wednesday,logistics,work,2022-01-10
2:30 PM,Wednesday,logistics,work,2022-01-10
3:00 PM,Wednesday,conference,work,2022-01-10
3:30 PM,Wednesday,conference,work,2022-01-10
4:00 PM,Wednesday,conference,work,2022-01-10
4:30 PM,Wednesday,Not Work,work,2022-01-10
5:00 PM,Wednesday,Not Work,work,2022-01-10
5:30 PM,Wednesday,Not Work,work,2022-01-10
6:00 PM,Wednesday,Not Work,work,2022-01-10
6:30 PM,Wednesday,Not Work,work,2022-01-10
7:00 PM,Wednesday,Not Work,work,2022-01-10
7:30 PM,Wednesday,logistics,work,2022-01-10
8:00 PM,Wednesday,logistics,work,2022-01-10
8:30 PM,Wednesday,Not Work,work,2022-01-10
9:00 PM,Wednesday,logistics,work,2022-01-10
9:30 PM,Wednesday,Not Work,work,2022-01-10
10:00 PM,Wednesday,Not Work,work,2022-01-10
10:30 PM,Wednesday,Not Work,work,2022-01-10
11:00 PM,Wednesday,Not Work,work,2022-01-10
6:00 AM,Thursday,Not Work,work,2022-01-10
6:30 AM,Thursday,field,work,2022-01-10
7:00 AM,Thursday,field,work,2022-01-10
7:30 AM,Thursday,field,work,2022-01-10
8:00 AM,Thursday,field,work,2022-01-10
8:30 AM,Thursday,field,work,2022-01-10
9:00 AM,Thursday,field,work,2022-01-10
9:30 AM,Thursday,field,work,2022-01-10
10:00 AM,Thursday,field,work,2022-01-10
10:30 AM,Thursday,field,work,2022-01-10
11:00 AM,Thursday,field,work,2022-01-10
11:30 AM,Thursday,field,work,2022-01-10
12:00 PM,Thursday,field,work,2022-01-10
12:30 PM,Thursday,field,work,2022-01-10
1:00 PM,Thursday,field,work,2022-01-10
1:30 PM,Thursday,field,work,2022-01-10
2:00 PM,Thursday,field,work,2022-01-10
2:30 PM,Thursday,field,work,2022-01-10
3:00 PM,Thursday,field,work,2022-01-10
3:30 PM,Thursday,field,work,2022-01-10
4:00 PM,Thursday,field,work,2022-01-10
4:30 PM,Thursday,field,work,2022-01-10
5:00 PM,Thursday,field,work,2022-01-10
5:30 PM,Thursday,field,work,2022-01-10
6:00 PM,Thursday,field,work,2022-01-10
6:30 PM,Thursday,field,work,2022-01-10
7:00 PM,Thursday,field,work,2022-01-10
7:30 PM,Thursday,Not Work,work,2022-01-10
8:00 PM,Thursday,Not Work,work,2022-01-10
8:30 PM,Thursday,Not Work,work,2022-01-10
9:00 PM,Thursday,logistics,work,2022-01-10
9:30 PM,Thursday,logistics,work,2022-01-10
10:00 PM,Thursday,Not Work,work,2022-01-10
10:30 PM,Thursday,Not Work,work,2022-01-10
11:00 PM,Thursday,Not Work,work,2022-01-10
6:00 AM,Friday,Not Work,work,2022-01-10
6:30 AM,Friday,Not Work,work,2022-01-10
7:00 AM,Friday,Not Work,work,2022-01-10
7:30 AM,Friday,Not Work,work,2022-01-10
8:00 AM,Friday,research,work,2022-01-10
8:30 AM,Friday,research,work,2022-01-10
9:00 AM,Friday,talking,work,2022-01-10
9:30 AM,Friday,talking,work,2022-01-10
10:00 AM,Friday,logistics,work,2022-01-10
10:30 AM,Friday,mentees,work,2022-01-10
11:00 AM,Friday,mentees,work,2022-01-10
11:30 AM,Friday,mentees,work,2022-01-10
12:00 PM,Friday,Not Work,work,2022-01-10
12:30 PM,Friday,logistics,work,2022-01-10
1:00 PM,Friday,talking,work,2022-01-10
1:30 PM,Friday,talking,work,2022-01-10
2:00 PM,Friday,logistics,work,2022-01-10
2:30 PM,Friday,Not Work,work,2022-01-10
3:00 PM,Friday,logistics,work,2022-01-10
3:30 PM,Friday,talking,work,2022-01-10
4:00 PM,Friday,talking,work,2022-01-10
4:30 PM,Friday,Not Work,work,2022-01-10
5:00 PM,Friday,Not Work,work,2022-01-10
5:30 PM,Friday,Not Work,work,2022-01-10
6:00 PM,Friday,Not Work,work,2022-01-10
6:30 PM,Friday,Not Work,work,2022-01-10
7:00 PM,Friday,Not Work,work,2022-01-10
7:30 PM,Friday,Not Work,work,2022-01-10
8:00 PM,Friday,Not Work,work,2022-01-10
8:30 PM,Friday,Not Work,work,2022-01-10
9:00 PM,Friday,Not Work,work,2022-01-10
9:30 PM,Friday,Not Work,work,2022-01-10
10:00 PM,Friday,Not Work,work,2022-01-10
10:30 PM,Friday,Not Work,work,2022-01-10
11:00 PM,Friday,Not Work,work,2022-01-10
6:00 AM,Saturday,Not Work,weekend,2022-01-10
6:30 AM,Saturday,Not Work,weekend,2022-01-10
7:00 AM,Saturday,Not Work,weekend,2022-01-10
7:30 AM,Saturday,Not Work,weekend,2022-01-10
8:00 AM,Saturday,Not Work,weekend,2022-01-10
8:30 AM,Saturday,Not Work,weekend,2022-01-10
9:00 AM,Saturday,Not Work,weekend,2022-01-10
9:30 AM,Saturday,Not Work,weekend,2022-01-10
10:00 AM,Saturday,Not Work,weekend,2022-01-10
10:30 AM,Saturday,Not Work,weekend,2022-01-10
11:00 AM,Saturday,Not Work,weekend,2022-01-10
11:30 AM,Saturday,Not Work,weekend,2022-01-10
12:00 PM,Saturday,Not Work,weekend,2022-01-10
12:30 PM,Saturday,Not Work,weekend,2022-01-10
1:00 PM,Saturday,Not Work,weekend,2022-01-10
1:30 PM,Saturday,Not Work,weekend,2022-01-10
2:00 PM,Saturday,Not Work,weekend,2022-01-10
2:30 PM,Saturday,Not Work,weekend,2022-01-10
3:00 PM,Saturday,Not Work,weekend,2022-01-10
3:30 PM,Saturday,Not Work,weekend,2022-01-10
4:00 PM,Saturday,Not Work,weekend,2022-01-10
4:30 PM,Saturday,Not Work,weekend,2022-01-10
5:00 PM,Saturday,Not Work,weekend,2022-01-10
5:30 PM,Saturday,Not Work,weekend,2022-01-10
6:00 PM,Saturday,Not Work,weekend,2022-01-10
6:30 PM,Saturday,Not Work,weekend,2022-01-10
7:00 PM,Saturday,Not Work,weekend,2022-01-10
7:30 PM,Saturday,Not Work,weekend,2022-01-10
8:00 PM,Saturday,Not Work,weekend,2022-01-10
8:30 PM,Saturday,Not Work,weekend,2022-01-10
9:00 PM,Saturday,Not Work,weekend,2022-01-10
9:30 PM,Saturday,Not Work,weekend,2022-01-10
10:00 PM,Saturday,Not Work,weekend,2022-01-10
10:30 PM,Saturday,Not Work,weekend,2022-01-10
11:00 PM,Saturday,Not Work,weekend,2022-01-10
6:00 AM,Sunday,Not Work,weekend,2022-01-10
6:30 AM,Sunday,Not Work,weekend,2022-01-10
7:00 AM,Sunday,Not Work,weekend,2022-01-10
7:30 AM,Sunday,Not Work,weekend,2022-01-10
8:00 AM,Sunday,Not Work,weekend,2022-01-10
8:30 AM,Sunday,Not Work,weekend,2022-01-10
9:00 AM,Sunday,Not Work,weekend,2022-01-10
9:30 AM,Sunday,logistics,weekend,2022-01-10
10:00 AM,Sunday,Not Work,weekend,2022-01-10
10:30 AM,Sunday,Not Work,weekend,2022-01-10
11:00 AM,Sunday,Not Work,weekend,2022-01-10
11:30 AM,Sunday,Not Work,weekend,2022-01-10
12:00 PM,Sunday,Not Work,weekend,2022-01-10
12:30 PM,Sunday,Not Work,weekend,2022-01-10
1:00 PM,Sunday,logistics,weekend,2022-01-10
1:30 PM,Sunday,logistics,weekend,2022-01-10
2:00 PM,Sunday,logistics,weekend,2022-01-10
2:30 PM,Sunday,Not Work,weekend,2022-01-10
3:00 PM,Sunday,Not Work,weekend,2022-01-10
3:30 PM,Sunday,Not Work,weekend,2022-01-10
4:00 PM,Sunday,Not Work,weekend,2022-01-10
4:30 PM,Sunday,logistics,weekend,2022-01-10
5:00 PM,Sunday,service,weekend,2022-01-10
5:30 PM,Sunday,Not Work,weekend,2022-01-10
6:00 PM,Sunday,Not Work,weekend,2022-01-10
6:30 PM,Sunday,Not Work,weekend,2022-01-10
7:00 PM,Sunday,Not Work,weekend,2022-01-10
7:30 PM,Sunday,service,weekend,2022-01-10
8:00 PM,Sunday,logistics,weekend,2022-01-10
8:30 PM,Sunday,logistics,weekend,2022-01-10
9:00 PM,Sunday,Not Work,weekend,2022-01-10
9:30 PM,Sunday,Not Work,weekend,2022-01-10
10:00 PM,Sunday,Not Work,weekend,2022-01-10
10:30 PM,Sunday,Not Work,weekend,2022-01-10
11:00 PM,Sunday,Not Work,weekend,2022-01-10
6:00 AM,Monday,Not Work,day off,2022-01-17
6:30 AM,Monday,Not Work,day off,2022-01-17
7:00 AM,Monday,Not Work,day off,2022-01-17
7:30 AM,Monday,Not Work,day off,2022-01-17
8:00 AM,Monday,Not Work,day off,2022-01-17
8:30 AM,Monday,Not Work,day off,2022-01-17
9:00 AM,Monday,service,day off,2022-01-17
9:30 AM,Monday,service,day off,2022-01-17
10:00 AM,Monday,logistics,day off,2022-01-17
10:30 AM,Monday,research,day off,2022-01-17
11:00 AM,Monday,Not Work,day off,2022-01-17
11:30 AM,Monday,Not Work,day off,2022-01-17
12:00 PM,Monday,Not Work,day off,2022-01-17
12:30 PM,Monday,Not Work,day off,2022-01-17
1:00 PM,Monday,Not Work,day off,2022-01-17
1:30 PM,Monday,Not Work,day off,2022-01-17
2:00 PM,Monday,Not Work,day off,2022-01-17
2:30 PM,Monday,Not Work,day off,2022-01-17
3:00 PM,Monday,Not Work,day off,2022-01-17
3:30 PM,Monday,Not Work,day off,2022-01-17
4:00 PM,Monday,Not Work,day off,2022-01-17
4:30 PM,Monday,Not Work,day off,2022-01-17
5:00 PM,Monday,Not Work,day off,2022-01-17
5:30 PM,Monday,Not Work,day off,2022-01-17
6:00 PM,Monday,Not Work,day off,2022-01-17
6:30 PM,Monday,Not Work,day off,2022-01-17
7:00 PM,Monday,Not Work,day off,2022-01-17
7:30 PM,Monday,Not Work,day off,2022-01-17
8:00 PM,Monday,research,day off,2022-01-17
8:30 PM,Monday,research,day off,2022-01-17
9:00 PM,Monday,mentees,day off,2022-01-17
9:30 PM,Monday,Not Work,day off,2022-01-17
10:00 PM,Monday,Not Work,day off,2022-01-17
10:30 PM,Monday,Not Work,day off,2022-01-17
11:00 PM,Monday,Not Work,day off,2022-01-17
6:00 AM,Tuesday,Not Work,work,2022-01-17
6:30 AM,Tuesday,Not Work,work,2022-01-17
7:00 AM,Tuesday,Not Work,work,2022-01-17
7:30 AM,Tuesday,Not Work,work,2022-01-17
8:00 AM,Tuesday,Not Work,work,2022-01-17
8:30 AM,Tuesday,research,work,2022-01-17
9:00 AM,Tuesday,research,work,2022-01-17
9:30 AM,Tuesday,mentees,work,2022-01-17
10:00 AM,Tuesday,mentees,work,2022-01-17
10:30 AM,Tuesday,talking,work,2022-01-17
11:00 AM,Tuesday,mentees,work,2022-01-17
11:30 AM,Tuesday,mentees,work,2022-01-17
12:00 PM,Tuesday,mentees,work,2022-01-17
12:30 PM,Tuesday,mentees,work,2022-01-17
